"Source","RelPath","DB","Name","Ext","SizeBytes","Category","Status","Note","Coverage"
"INSTALL","Datai\RDR\RdDolgBkA4.tbg","RDR","RdDolgBkA4.tbg","tbg","2361","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RdDolgBkA4.tbu","RDR","RdDolgBkA4.tbu","tbu","1648","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RdDolgBSrw.txt","RDR","RdDolgBSrw.txt","txt","5383","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RdDolgh.pft","RDR","RdDolgh.pft","pft","262","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\Rdr.fst","RDR","Rdr.fst","fst","13110","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR.INI","RDR","RDR.INI","ini","7590","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR.OPT","RDR","RDR.OPT","opt","25","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR.PFT","RDR","RDR.PFT","pft","777","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR.SCH","RDR","RDR.SCH","sch","597","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR.STW","RDR","RDR.STW","stw","1047","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR.ws","RDR","RDR.ws","ws","2239","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR_VUZ.fst","RDR","RDR_VUZ.fst","fst","12013","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\Rdr_withoutRDR_ARH.fst","RDR","Rdr_withoutRDR_ARH.fst","fst","11598","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\Rdr_withoutRDR_ARH_2018.fst","RDR","Rdr_withoutRDR_ARH_2018.fst","fst","11714","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR0.PFT","RDR","RDR0.PFT","pft","342","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR0W.PFT","RDR","RDR0W.PFT","pft","2205","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdr0w_html.pft","RDR","rdr0w_html.pft","pft","4206","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR1.PFT","RDR","RDR1.PFT","pft","910","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDR1W.PFT","RDR","RDR1W.PFT","pft","2866","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRD.WSS","RDR","RDRD.WSS","wss","94","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RdrDisc.fst","RDR","RdrDisc.fst","fst","14","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RdrDisc.pft","RDR","RdrDisc.pft","pft","221","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRDO.WSS","RDR","RDRDO.WSS","wss","439","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrdopinfo_sample.pft","RDR","rdrdopinfo_sample.pft","pft","238","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrdopinfo_sample1.pft","RDR","rdrdopinfo_sample1.pft","pft","117","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRDP.WSS","RDR","RDRDP.WSS","wss","206","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRK.MNU","RDR","RDRK.MNU","mnu","49","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRN.WS","RDR","RDRN.WS","ws","90","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRO.MNU","RDR","RDRO.MNU","mnu","67","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrs.ws","RDR","rdrs.ws","ws","2464","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdr--text\TEXT.fst","RDR","TEXT.fst","fst","188","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRU.MNU","RDR","RDRU.MNU","mnu","66","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRU.WS","RDR","RDRU.WS","ws","2760","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRUK.ws","RDR","RDRUK.ws","ws","2519","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\Rdruw.pft","RDR","Rdruw.pft","pft","2545","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdruw_H.pft","RDR","rdruw_H.pft","pft","651","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdruwK_H.pft","RDR","rdruwK_H.pft","pft","3823","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrv.fst","RDR","rdrv.fst","fst","579","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRW.PFT","RDR","RDRW.PFT","pft","2777","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_arh_html.pft","RDR","rdrw_arh_html.pft","pft","1032","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html.pft","RDR","rdrw_html.pft","pft","5942","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html_dolg.pft","RDR","rdrw_html_dolg.pft","pft","3813","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html_dolg0.pft","RDR","rdrw_html_dolg0.pft","pft","569","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html_dolg1.pft","RDR","rdrw_html_dolg1.pft","pft","1126","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html_dolg2.pft","RDR","rdrw_html_dolg2.pft","pft","1130","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html_dolg2a.pft","RDR","rdrw_html_dolg2a.pft","pft","1211","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html_dolg3.pft","RDR","rdrw_html_dolg3.pft","pft","1221","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html_dolg4.pft","RDR","rdrw_html_dolg4.pft","pft","3286","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html_loos_marked.pft","RDR","rdrw_html_loos_marked.pft","pft","3403","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html_lost.pft","RDR","rdrw_html_lost.pft","pft","1197","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rdrw_html_marked.pft","RDR","rdrw_html_marked.pft","pft","3125","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RDRWF.PFT","RDR","RDRWF.PFT","pft","607","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\readerrights.pft","RDR","readerrights.pft","pft","34","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\recomend.pft","RDR","recomend.pft","pft","1078","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\recomendMFN.pft","RDR","recomendMFN.pft","pft","3551","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\REPCNA.gbl","RDR","REPCNA.gbl","gbl","9971","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RepItem.wss","RDR","RepItem.wss","wss","1221","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\REPKFCH.gbl","RDR","REPKFCH.gbl","gbl","3128","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RepRdr.gbl","RDR","RepRdr.gbl","gbl","15411","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RepWithMnu.gbl","RDR","RepWithMnu.gbl","gbl","1313","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RepWithMnu.mnu","RDR","RepWithMnu.mnu","mnu","113","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RepWithMnu.wss","RDR","RepWithMnu.wss","wss","753","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\retrolandpft.pft","RDR","retrolandpft.pft","pft","12","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RETURN.MNU","RDR","RETURN.MNU","mnu","55","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RH_rdr.pft","RDR","RH_rdr.pft","pft","139","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\right_rfak.pft","RDR","right_rfak.pft","pft","215","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\right_rid.pft","RDR","right_rid.pft","pft","138","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\right_rkat.pft","RDR","right_rkat.pft","pft","262","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\right_rsem.pft","RDR","right_rsem.pft","pft","213","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\right_rspc.pft","RDR","right_rspc.pft","pft","218","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\rlist.pft","RDR","rlist.pft","pft","1249","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RZN_stf.MNU","RDR","RZN_stf.MNU","mnu","398","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\RZPD.MNU","RDR","RZPD.MNU","mnu","36","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\s.ws","RDR","s.ws","ws","816","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\sem.mnu","RDR","sem.mnu","mnu","458","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\setpriv.wss","RDR","setpriv.wss","wss","47","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\sort.mnu","RDR","sort.mnu","mnu","148","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SPEC.TRE","RDR","SPEC.TRE","tre","22023","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SPIS.HDR","RDR","SPIS.HDR","hdr","22","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SPIS.PFT","RDR","SPIS.PFT","pft","2","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SPIS.SRW","RDR","SPIS.SRW","srw","1549","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SPIS.TAB","RDR","SPIS.TAB","tab","2132","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SPIS.WSS","RDR","SPIS.WSS","wss","374","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisderg.hdr","RDR","spisderg.hdr","hdr","16","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisderg.pft","RDR","spisderg.pft","pft","4","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisderg.srw","RDR","spisderg.srw","srw","2113","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisderg.tab","RDR","spisderg.tab","tab","1822","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisderg.tbg","RDR","spisderg.tbg","tbg","2165","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisderg.tbu","RDR","spisderg.tbu","tbu","1482","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisdergH.pft","RDR","spisdergH.pft","pft","99","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisdolg.hdr","RDR","spisdolg.hdr","hdr","30","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisdolg.pft","RDR","spisdolg.pft","pft","4","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisdolg.srw","RDR","spisdolg.srw","srw","107","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisdolg.tab","RDR","spisdolg.tab","tab","1822","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisdolg.tbg","RDR","spisdolg.tbg","tbg","2309","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisdolg.tbu","RDR","spisdolg.tbu","tbu","2924","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisdolg.wss","RDR","spisdolg.wss","wss","185","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\spisdolgH.pft","RDR","spisdolgH.pft","pft","220","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SpisDolgHead.pft","RDR","SpisDolgHead.pft","pft","3773","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SpisDolgSort.pft","RDR","SpisDolgSort.pft","pft","1181","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SPISH.PFT","RDR","SPISH.PFT","pft","424","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SPROS.WS","RDR","SPROS.WS","ws","367","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SPROST.WS","RDR","SPROST.WS","ws","118","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SPROST.WSS","RDR","SPROST.WSS","wss","136","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\StatMHV.pft","RDR","StatMHV.pft","pft","860","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\StatPeriod.hdr","RDR","StatPeriod.hdr","hdr","19","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\StatPeriod.smf","RDR","StatPeriod.smf","smf","2599","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\StatPeriod.wss","RDR","StatPeriod.wss","wss","205","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\STE.MNU","RDR","STE.MNU","mnu","219","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\stf.mnu","RDR","stf.mnu","mnu","2552","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\stf.tre","RDR","stf.tre","tre","2785","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\STPFT.MNU","RDR","STPFT.MNU","mnu","66","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\STT.MNU","RDR","STT.MNU","mnu","875","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SttVH.mnu","RDR","SttVH.mnu","mnu","45","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\STUD.GBL","RDR","STUD.GBL","gbl","556","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SUMEX.hdr","RDR","SUMEX.hdr","hdr","24","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SUMEX.pft","RDR","SUMEX.pft","pft","4","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SUMEX.tab","RDR","SUMEX.tab","tab","1295","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SUMEX.tbg","RDR","SUMEX.tbg","tbg","875","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SUMEX.tbu","RDR","SUMEX.tbu","tbu","951","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\SumEX.wss","RDR","SumEX.wss","wss","147","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\sumexH.pft","RDR","sumexH.pft","pft","302","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TAB.MNU","RDR","TAB.MNU","mnu","66","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TABKOW.MNU","RDR","TABKOW.MNU","mnu","98","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TABS.MNU","RDR","TABS.MNU","mnu","659","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TABW.MNU","RDR","TABW.MNU","mnu","276","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TCHKCAT.HDR","RDR","TCHKCAT.HDR","hdr","15","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TCHKCAT.PFT","RDR","TCHKCAT.PFT","pft","1305","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TCHKCAT.TAB","RDR","TCHKCAT.TAB","tab","2843","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TCHKCATH.PFT","RDR","TCHKCATH.PFT","pft","105","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TCHKRDR.HDR","RDR","TCHKRDR.HDR","hdr","15","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TCHKRDR.PFT","RDR","TCHKRDR.PFT","pft","1463","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TCHKRDR.TAB","RDR","TCHKRDR.TAB","tab","3044","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TCHKRDRH.PFT","RDR","TCHKRDRH.PFT","pft","113","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TEST.PFT","RDR","TEST.PFT","pft","21","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\top_cee.pft","RDR","top_cee.pft","pft","93","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPR1T.HDR","RDR","TSPR1T.HDR","hdr","25","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPR1T.PFT","RDR","TSPR1T.PFT","pft","2173","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPR1T.SRW","RDR","TSPR1T.SRW","srw","60","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPR1T.TAB","RDR","TSPR1T.TAB","tab","2713","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPR1TH.PFT","RDR","TSPR1TH.PFT","pft","315","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPR2T.HDR","RDR","TSPR2T.HDR","hdr","25","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPR2T.PFT","RDR","TSPR2T.PFT","pft","2173","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPR2T.SRW","RDR","TSPR2T.SRW","srw","1563","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPR2T.TAB","RDR","TSPR2T.TAB","tab","2713","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPR2TH.PFT","RDR","TSPR2TH.PFT","pft","312","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS.HDR","RDR","TSPROS.HDR","hdr","14","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS.PFT","RDR","TSPROS.PFT","pft","2183","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS.SRW","RDR","TSPROS.SRW","srw","1940","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS.TAB","RDR","TSPROS.TAB","tab","2711","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS1.HDR","RDR","TSPROS1.HDR","hdr","15","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS1.PFT","RDR","TSPROS1.PFT","pft","2183","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS1.SRW","RDR","TSPROS1.SRW","srw","91","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS1.TAB","RDR","TSPROS1.TAB","tab","2711","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS1H.PFT","RDR","TSPROS1H.PFT","pft","673","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS2.HDR","RDR","TSPROS2.HDR","hdr","15","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS2.PFT","RDR","TSPROS2.PFT","pft","2183","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS2.SRW","RDR","TSPROS2.SRW","srw","1595","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS2.TAB","RDR","TSPROS2.TAB","tab","2711","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROS2H.PFT","RDR","TSPROS2H.PFT","pft","672","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROSH.PFT","RDR","TSPROSH.PFT","pft","619","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROST.HDR","RDR","TSPROST.HDR","hdr","26","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROST.PFT","RDR","TSPROST.PFT","pft","2173","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROST.SRW","RDR","TSPROST.SRW","srw","1621","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROST.TAB","RDR","TSPROST.TAB","tab","2713","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSPROSTH.PFT","RDR","TSPROSTH.PFT","pft","263","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSTAT.HDR","RDR","TSTAT.HDR","hdr","13","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSTAT.PFT","RDR","TSTAT.PFT","pft","542","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSTAT.TAB","RDR","TSTAT.TAB","tab","2323","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSTATH.PFT","RDR","TSTATH.PFT","pft","691","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\Tstatm.hdr","RDR","Tstatm.hdr","hdr","17","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\Tstatm.pft","RDR","Tstatm.pft","pft","542","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\Tstatm.tab","RDR","Tstatm.tab","tab","2323","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\Tstatms.hdr","RDR","Tstatms.hdr","hdr","29","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\Tstatms.pft","RDR","Tstatms.pft","pft","542","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\Tstatms.tab","RDR","Tstatms.tab","tab","2322","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSTATS.HDR","RDR","TSTATS.HDR","hdr","25","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSTATS.PFT","RDR","TSTATS.PFT","pft","542","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
"INSTALL","Datai\RDR\TSTATS.TAB","RDR","TSTATS.TAB","tab","2322","config","done","","config: mechanics+samples (FINDINGS_02 + ARM findings)"
